413187	GO:0005524	ATP binding
413187	GO:0008026	ATP-dependent helicase activity
412620	GO:0016021	integral component of membrane
412620	GO:0055085	transmembrane transport
412689	GO:0006869	lipid transport
412023	GO:0000166	nucleotide binding
412023	GO:0003677	DNA binding
412023	GO:0003887	DNA-directed DNA polymerase activity
412023	GO:0006260	DNA replication
412023	GO:0008408	3'-5' exonuclease activity
412802	GO:0016021	integral component of membrane
412802	GO:0016192	vesicle-mediated transport
411972	GO:0000502	proteasome complex
413291	GO:0003735	structural constituent of ribosome
413291	GO:0003735	structural constituent of ribosome
413291	GO:0005840	ribosome
413291	GO:0005840	ribosome
413291	GO:0006412	translation
413291	GO:0006412	translation
413081	GO:0008168	methyltransferase activity
412204	GO:0004421	hydroxymethylglutaryl-CoA synthase activity
412204	GO:0008299	isoprenoid biosynthetic process
412999	GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity
412999	GO:0005737	cytoplasm
412999	GO:0006629	lipid metabolic process
412999	GO:0016021	integral component of membrane
412917	GO:0003746	translation elongation factor activity
412460	GO:0003985	acetyl-CoA C-acetyltransferase activity
412225	GO:0005509	calcium ion binding
412225	GO:0016021	integral component of membrane
412225	GO:0016174	NAD(P)H oxidase activity
412872	GO:0004715	non-membrane spanning protein tyrosine kinase activity
412872	GO:0004930	G-protein coupled receptor activity
412872	GO:0016021	integral component of membrane
413161	GO:0000398	mRNA splicing, via spliceosome
413161	GO:0004386	helicase activity
413161	GO:0005681	spliceosomal complex
413117	GO:0004177	aminopeptidase activity
412605	GO:0004683	calmodulin-dependent protein kinase activity
412605	GO:0005524	ATP binding
412605	GO:0007049	cell cycle
412567	GO:0008260	3-oxoacid CoA-transferase activity
412764	GO:0016021	integral component of membrane
412153	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
412153	GO:0006351	transcription, DNA-templated
412153	GO:0006355	regulation of transcription, DNA-templated
412153	GO:0016301	kinase activity
412153	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
412153	GO:0070985	TFIIK complex
412041	GO:0005634	nucleus
412041	GO:0006351	transcription, DNA-templated
412041	GO:0006357	regulation of transcription from RNA polymerase II promoter
412041	GO:0007049	cell cycle
412041	GO:0051726	regulation of cell cycle
413285	GO:0003995	acyl-CoA dehydrogenase activity
413285	GO:0050660	flavin adenine dinucleotide binding
412180	GO:0000387	spliceosomal snRNP assembly
412180	GO:0005829	cytosol
412180	GO:0005886	plasma membrane
412180	GO:0006821	chloride transport
412180	GO:0006884	cell volume homeostasis
412180	GO:0034709	methylosome
412180	GO:0034715	pICln-Sm protein complex
411896	GO:0000166	nucleotide binding
411896	GO:0003676	nucleic acid binding
413032	GO:0006506	GPI anchor biosynthetic process
413032	GO:0016021	integral component of membrane
413032	GO:0016758	transferase activity, transferring hexosyl groups
413202	GO:0004757	sepiapterin reductase activity
413202	GO:0006729	tetrahydrobiopterin biosynthetic process
412080	GO:0004715	non-membrane spanning protein tyrosine kinase activity
412080	GO:0005952	cAMP-dependent protein kinase complex
412080	GO:0008603	cAMP-dependent protein kinase regulator activity
411865	GO:0016021	integral component of membrane
412489	GO:0004058	aromatic-L-amino-acid decarboxylase activity
412489	GO:0006520	cellular amino acid metabolic process
412489	GO:0016021	integral component of membrane
412489	GO:0030170	pyridoxal phosphate binding
413129	GO:0009055	electron carrier activity
413129	GO:0046872	metal ion binding
413129	GO:0051537	2 iron, 2 sulfur cluster binding
412043	GO:0004363	glutathione synthase activity
412043	GO:0005524	ATP binding
412043	GO:0046872	metal ion binding
413163	GO:0004866	endopeptidase inhibitor activity
413163	GO:0005615	extracellular space
413300	GO:0004177	aminopeptidase activity
413300	GO:0005737	cytoplasm
413300	GO:0008235	metalloexopeptidase activity
413300	GO:0030145	manganese ion binding
412492	GO:0006886	intracellular protein transport
412492	GO:0016192	vesicle-mediated transport
412492	GO:0030131	clathrin adaptor complex
411871	GO:0004884	ecdysteroid hormone receptor activity
411871	GO:0005496	steroid binding
411871	GO:0005634	nucleus
411871	GO:0006351	transcription, DNA-templated
411871	GO:0008270	zinc ion binding
411871	GO:0043565	sequence-specific DNA binding
412029	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity
412029	GO:0006099	tricarboxylic acid cycle
412029	GO:0030976	thiamine pyrophosphate binding
412678	GO:0004888	transmembrane signaling receptor activity
412678	GO:0007166	cell surface receptor signaling pathway
412678	GO:0007275	multicellular organismal development
412678	GO:0016021	integral component of membrane
413113	GO:0003676	nucleic acid binding
413113	GO:0004386	helicase activity
413113	GO:0005524	ATP binding
412806	GO:0005524	ATP binding
412806	GO:0005739	mitochondrion
412806	GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex
412806	GO:0032543	mitochondrial translation
412806	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
412806	GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
412949	GO:0016428	tRNA (cytosine-5-)-methyltransferase activity
413329	GO:0008424	glycoprotein 6-alpha-L-fucosyltransferase activity
413329	GO:0009312	oligosaccharide biosynthetic process
413329	GO:0009877	nodulation
413002	GO:0003840	gamma-glutamyltransferase activity
413002	GO:0006749	glutathione metabolic process
411921	GO:0000159	protein phosphatase type 2A complex
411921	GO:0007165	signal transduction
411921	GO:0008601	protein phosphatase type 2A regulator activity
413379	GO:0008270	zinc ion binding
412874	GO:0003924	GTPase activity
412874	GO:0005525	GTP binding
412874	GO:0016021	integral component of membrane
413350	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity
413350	GO:0016021	integral component of membrane
412288	GO:0004767	sphingomyelin phosphodiesterase activity
412288	GO:0005525	GTP binding
412288	GO:0005622	intracellular
412288	GO:0007264	small GTPase mediated signal transduction
412288	GO:0016020	membrane
411957	GO:0008270	zinc ion binding
412474	GO:0001104	RNA polymerase II transcription cofactor activity
412474	GO:0016592	mediator complex
411969	GO:0006461	protein complex assembly
411969	GO:0008601	protein phosphatase type 2A regulator activity
412835	GO:0005509	calcium ion binding
412835	GO:0032440	activity
413368	GO:0005524	ATP binding
413313	GO:0003723	RNA binding
413313	GO:0003735	structural constituent of ribosome
413313	GO:0006412	translation
413313	GO:0015935	small ribosomal subunit
412072	GO:0016021	integral component of membrane
411979	GO:0003676	nucleic acid binding
411979	GO:0046872	metal ion binding
412864	GO:0003924	GTPase activity
412864	GO:0005200	structural constituent of cytoskeleton
412864	GO:0005525	GTP binding
412864	GO:0005737	cytoplasm
412864	GO:0005874	microtubule
412864	GO:0007017	microtubule-based process
412864	GO:0051258	protein polymerization
412866	GO:0005975	carbohydrate metabolic process
412866	GO:0005975	carbohydrate metabolic process
412866	GO:0006108	malate metabolic process
412866	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
412866	GO:0019752	carboxylic acid metabolic process
412866	GO:0030060	L-malate dehydrogenase activity
412967	GO:0042602	riboflavin reductase (NADPH) activity
413399	GO:0003993	acid phosphatase activity
413399	GO:0052826	inositol hexakisphosphate 2-phosphatase activity
412838	GO:0003723	RNA binding
412804	GO:0006511	ubiquitin-dependent protein catabolic process
412804	GO:0008234	cysteine-type peptidase activity
412804	GO:0008270	zinc ion binding
412804	GO:0016579	protein deubiquitination
412804	GO:0036459	ubiquitinyl hydrolase activity
412351	GO:0005875	microtubule associated complex
412351	GO:0007017	microtubule-based process
413021	GO:0004647	phosphoserine phosphatase activity
413021	GO:0006564	L-serine biosynthetic process
413031	GO:0004767	sphingomyelin phosphodiesterase activity
413031	GO:0005525	GTP binding
413031	GO:0005622	intracellular
413031	GO:0007264	small GTPase mediated signal transduction
413031	GO:0016020	membrane
412683	GO:0005794	Golgi apparatus
412683	GO:0006886	intracellular protein transport
412683	GO:0008565	protein transporter activity
412683	GO:0016192	vesicle-mediated transport
412683	GO:0030131	clathrin adaptor complex
413265	GO:0006810	transport
413265	GO:0016021	integral component of membrane
411875	GO:0003677	DNA binding
411875	GO:0003887	DNA-directed DNA polymerase activity
411875	GO:0006260	DNA replication
412854	GO:0005509	calcium ion binding
412854	GO:0005783	endoplasmic reticulum
412854	GO:0006457	protein folding
412854	GO:0016021	integral component of membrane
412329	GO:0008270	zinc ion binding
412739	GO:0003924	GTPase activity
412739	GO:0005525	GTP binding
412739	GO:0005743	mitochondrial inner membrane
412739	GO:0006412	translation
413257	GO:0004856	xylulokinase activity
413055	GO:0006355	regulation of transcription, DNA-templated
413055	GO:0016570	histone modification
413055	GO:0016593	Cdc73/Paf1 complex
412841	GO:0000287	magnesium ion binding
412841	GO:0004450	isocitrate dehydrogenase (NADP+) activity
412841	GO:0006099	tricarboxylic acid cycle
412841	GO:0006102	isocitrate metabolic process
412841	GO:0051287	NAD binding
412814	GO:0004298	threonine-type endopeptidase activity
412814	GO:0005634	nucleus
412814	GO:0005839	proteasome core complex
412814	GO:0051603	proteolysis involved in cellular protein catabolic process
413200	GO:0003676	nucleic acid binding
413200	GO:0005634	nucleus
413047	GO:0005840	ribosome
412205	GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity
412205	GO:0005524	ATP binding
412205	GO:0009435	NAD biosynthetic process
412205	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
412052	GO:0005634	nucleus
413388	GO:0005622	intracellular
413388	GO:0006886	intracellular protein transport
413106	GO:0005737	cytoplasm
413106	GO:0016149	translation release factor activity, codon specific
412330	GO:0003735	structural constituent of ribosome
412330	GO:0005840	ribosome
412330	GO:0006412	translation
412843	GO:0004386	helicase activity
412843	GO:0005524	ATP binding
412843	GO:0005634	nucleus
412843	GO:0016021	integral component of membrane
412843	GO:0016740	transferase activity
413048	GO:0004550	nucleoside diphosphate kinase activity
413048	GO:0006183	GTP biosynthetic process
413048	GO:0006228	UTP biosynthetic process
413048	GO:0006241	CTP biosynthetic process
412102	GO:0004563	beta-N-acetylhexosaminidase activity
412102	GO:0005975	carbohydrate metabolic process
412128	GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
412054	GO:0003968	RNA-directed RNA polymerase activity
412732	GO:0007015	actin filament organization
412353	GO:0004697	protein kinase C activity
412353	GO:0005524	ATP binding
412353	GO:0005622	intracellular
412353	GO:0035556	intracellular signal transduction
412353	GO:0046872	metal ion binding
412243	GO:0016787	hydrolase activity
412953	GO:0004588	orotate phosphoribosyltransferase activity
412953	GO:0004590	orotidine-5'-phosphate decarboxylase activity
412953	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process
412953	GO:0006221	pyrimidine nucleotide biosynthetic process
412953	GO:0009116	nucleoside metabolic process
413348	GO:0003676	nucleic acid binding
411852	GO:0016021	integral component of membrane
412042	GO:0004703	G-protein coupled receptor kinase activity
412042	GO:0005524	ATP binding
412042	GO:0007165	signal transduction
413204	GO:0003677	DNA binding
413204	GO:0003899	DNA-directed RNA polymerase activity
413204	GO:0005665	DNA-directed RNA polymerase II, core complex
413204	GO:0006366	transcription from RNA polymerase II promoter
413330	GO:0004467	long-chain fatty acid-CoA ligase activity
413330	GO:0016021	integral component of membrane
412533	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity
412533	GO:0006486	protein glycosylation
412135	GO:0005244	voltage-gated ion channel activity
412135	GO:0016021	integral component of membrane
412504	GO:0005509	calcium ion binding
412504	GO:0016787	hydrolase activity
412083	GO:0003746	translation elongation factor activity
412083	GO:0003746	translation elongation factor activity
412083	GO:0005853	eukaryotic translation elongation factor 1 complex
412083	GO:0005853	eukaryotic translation elongation factor 1 complex
412315	GO:0016021	integral component of membrane
413073	GO:0005634	nucleus
412312	GO:0008643	carbohydrate transport
412312	GO:0016021	integral component of membrane
412312	GO:0022891	substrate-specific transmembrane transporter activity
412312	GO:0032440	activity
412185	GO:0004303	estradiol 17-beta-dehydrogenase activity
411982	GO:0003899	DNA-directed RNA polymerase activity
411982	GO:0005634	nucleus
411982	GO:0006351	transcription, DNA-templated
411971	GO:0005622	intracellular
411971	GO:0007266	Rho protein signal transduction
411971	GO:0030111	regulation of Wnt signaling pathway
412164	GO:0004143	diacylglycerol kinase activity
412164	GO:0005524	ATP binding
412164	GO:0005622	intracellular
412164	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway
412164	GO:0035556	intracellular signal transduction
412918	GO:0016021	integral component of membrane
412526	GO:0001522	pseudouridine synthesis
412526	GO:0031429	box H/ACA snoRNP complex
412526	GO:0042254	ribosome biogenesis
412922	GO:0004837	tyrosine decarboxylase activity
412922	GO:0019752	carboxylic acid metabolic process
412922	GO:0030170	pyridoxal phosphate binding
412396	GO:0000145	exocyst
412396	GO:0006904	vesicle docking involved in exocytosis
412396	GO:0016021	integral component of membrane
413171	GO:0034464	BBSome
412692	GO:0003676	nucleic acid binding
412692	GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity
412692	GO:0004386	helicase activity
412692	GO:0005524	ATP binding
411933	GO:0005634	nucleus
411933	GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
412823	GO:0005739	mitochondrion
412823	GO:0005840	ribosome
412434	GO:0005525	GTP binding
412434	GO:0005783	endoplasmic reticulum
412434	GO:0005794	Golgi apparatus
412434	GO:0006886	intracellular protein transport
412434	GO:0016192	vesicle-mediated transport
412418	GO:0003723	RNA binding
412211	GO:0003735	structural constituent of ribosome
412211	GO:0005840	ribosome
412211	GO:0006412	translation
412253	GO:0033883	pyridoxal phosphatase activity
412409	GO:0000166	nucleotide binding
412409	GO:0003676	nucleic acid binding
412589	GO:0003723	RNA binding
412990	GO:0004177	aminopeptidase activity
413211	GO:0072546	ER membrane protein complex
412260	GO:0032116	SMC loading complex
412260	GO:0034088	maintenance of mitotic sister chromatid cohesion
413403	GO:0008137	NADH dehydrogenase (ubiquinone) activity
412911	GO:0004367	activity
412911	GO:0005975	carbohydrate metabolic process
412911	GO:0009331	glycerol-3-phosphate dehydrogenase complex
412911	GO:0046168	glycerol-3-phosphate catabolic process
412911	GO:0051287	NAD binding
412103	GO:0004349	glutamate 5-kinase activity
